staff_id,name,store_id,employment_type,hourly_wage,work_date,clock_in,clock_out,break_minutes,work_hours,late_night
R002-S10,スタッフR00210,R002_渋谷店,パート,1148,2024-01-31,14:30,20:24,0,5.9,False
R002-S11,スタッフR00211,R002_渋谷店,社員,2189,2024-01-31,10:00,17:18,45,7.3,False
R002-S12,スタッフR00212,R002_渋谷店,アルバイト,1200,2024-01-31,21:00,02:12,0,5.2,True
R002-S13,スタッフR00213,R002_渋谷店,社員,2170,2024-01-31,09:00,13:05,0,4.1,False
R002-S14,スタッフR00214,R002_渋谷店,アルバイト,1193,2024-01-31,15:00,18:48,0,3.8,False
R002-S15,スタッフR00215,R002_渋谷店,アルバイト,1105,2024-01-31,10:00,17:06,45,7.1,False
R002-S16,スタッフR00216,R002_渋谷店,アルバイト,1172,2024-01-31,19:30,22:54,0,3.4,True
R002-S17,スタッフR00217,R002_渋谷店,アルバイト,1103,2024-01-31,15:00,21:00,45,6.0,False
R002-S18,スタッフR00218,R002_渋谷店,アルバイト,1135,2024-01-31,16:30,23:06,45,6.6,True
R002-S19,スタッフR00219,R002_渋谷店,社員,1955,2024-01-31,09:30,14:42,0,5.2,False
R002-S20,スタッフR00220,R002_渋谷店,パート,1103,2024-01-31,20:30,00:30,0,4.0,True
