inquiry_id,received_at,completed_at,operator_id,operator_name,channel,inquiry_text,category,resolution,escalation,source_file,response_minutes,is_resolved,is_escalated
INQ-00324,2024-01-20 15:03,2024-01-20 15:15,OP-02,鈴木,SNS,使い方を教えてほしい,使い方・操作方法,解決済,0,02_inquiry_log_B_202401.csv,12,1,0
INQ-00325,2024-01-05 11:20,2024-01-05 11:27,OP-02,鈴木,チャット,how to use,使い方・操作方法,解決済,0,02_inquiry_log_B_202401.csv,7,1,0
INQ-00326,2024-01-21 10:01,2024-01-21 11:14,OP-08,中村,チャット,到着予定日を確認したい,配送・到着,対応中,0,02_inquiry_log_B_202401.csv,73,0,0
INQ-00327,2024-01-05 11:50,2024-01-05 12:24,OP-03,佐藤,メール,二重請求があった,請求・支払い,対応中,0,02_inquiry_log_B_202401.csv,34,0,0
INQ-00328,2024-01-28 14:36,2024-01-28 14:49,OP-02,鈴木,チャット,製品が壊れた,製品不具合,対応中,0,02_inquiry_log_B_202401.csv,13,0,0
INQ-00329,2024-01-17 12:45,2024-01-17 14:17,OP-04,高橋,チャット,料金が間違っている,請求・支払い,解決済,0,02_inquiry_log_B_202401.csv,92,1,0
INQ-00330,2024-01-22 15:34,2024-01-22 16:03,OP-04,高橋,チャット,キャンセルしたい,返品・交換,対応中,0,02_inquiry_log_B_202401.csv,29,0,0
INQ-00331,2024-01-23 17:08,2024-01-23 17:47,OP-02,鈴木,メール,料金が間違っている,請求・支払い,解決済,0,02_inquiry_log_B_202401.csv,39,1,0
INQ-00332,2024-01-13 17:00,2024-01-13 17:20,OP-03,佐藤,チャット,チュートリアルが必要,その他,解決済,0,02_inquiry_log_B_202401.csv,20,1,0
INQ-00333,2024-01-12 13:25,2024-01-12 13:45,OP-01,田中,電話,exchange request,返品・交換,対応中,0,02_inquiry_log_B_202401.csv,20,0,0
INQ-00334,2024-01-13 15:53,2024-01-13 16:17,OP-05,伊藤,SNS,二重請求があった,請求・支払い,解決済,0,02_inquiry_log_B_202401.csv,24,1,0
INQ-00335,2024-01-05 15:28,2024-01-05 15:41,OP-08,中村,チャット,使い方を教えてほしい,使い方・操作方法,対応中,0,02_inquiry_log_B_202401.csv,13,0,0
INQ-00336,2024-01-05 11:10,2024-01-05 12:54,OP-08,中村,SNS,追跡番号を教えて,配送・到着,解決済,0,02_inquiry_log_B_202401.csv,104,1,0
INQ-00337,2024-01-29 16:59,2024-01-29 17:12,OP-01,田中,SNS,製品が壊れた,製品不具合,解決済,0,02_inquiry_log_B_202401.csv,13,1,0
INQ-00338,2024-01-29 12:28,2024-01-29 12:35,OP-06,渡辺,チャット,操作方法がわからない,使い方・操作方法,解決済,0,02_inquiry_log_B_202401.csv,7,1,0
INQ-00339,2024-01-20 16:38,2024-01-20 17:08,OP-06,渡辺,メール,キャンセルしたい,返品・交換,エスカレ済,1,02_inquiry_log_B_202401.csv,30,0,1
INQ-00340,2024-01-12 09:44,2024-01-12 09:49,OP-02,鈴木,SNS,配送業者に問い合わせたい,配送・到着,解決済,0,02_inquiry_log_B_202401.csv,5,1,0
INQ-00341,2024-01-17 16:56,2024-01-17 17:09,OP-04,高橋,電話,課金について質問,請求・支払い,解決済,0,02_inquiry_log_B_202401.csv,13,1,0
INQ-00342,2024-01-18 16:54,2024-01-18 17:12,OP-07,山本,メール,不具合が発生した,製品不具合,解決済,0,02_inquiry_log_B_202401.csv,18,1,0
INQ-00343,2024-01-27 16:30,2024-01-27 18:13,OP-06,渡辺,メール,exchange request,返品・交換,解決済,0,02_inquiry_log_B_202401.csv,103,1,0
INQ-00344,2024-01-04 12:44,2024-01-04 13:09,OP-08,中村,チャット,チュートリアルが必要,その他,解決済,0,02_inquiry_log_B_202401.csv,25,1,0
INQ-00345,2024-01-07 17:59,2024-01-07 20:13,OP-07,山本,メール,使い方を教えてほしい,使い方・操作方法,解決済,0,02_inquiry_log_B_202401.csv,134,1,0
INQ-00346,2024-01-12 17:53,2024-01-12 18:29,OP-01,田中,SNS,故障している,製品不具合,解決済,0,02_inquiry_log_B_202401.csv,36,1,0
INQ-00347,2024-01-20 11:20,2024-01-20 12:25,OP-05,伊藤,電話,how to use,使い方・操作方法,解決済,0,02_inquiry_log_B_202401.csv,65,1,0
INQ-00348,2024-01-19 12:24,2024-01-19 13:35,OP-06,渡辺,チャット,故障している,製品不具合,未解決,0,02_inquiry_log_B_202401.csv,71,0,0
INQ-00349,2024-01-18 17:30,2024-01-18 18:38,OP-04,高橋,チャット,請求書の確認,請求・支払い,解決済,0,02_inquiry_log_B_202401.csv,68,1,0
INQ-00350,2024-01-15 12:22,2024-01-15 13:03,OP-08,中村,チャット,二重請求があった,請求・支払い,対応中,0,02_inquiry_log_B_202401.csv,41,0,0
INQ-00351,2024-01-24 10:19,2024-01-24 11:05,OP-02,鈴木,電話,exchange request,返品・交換,解決済,0,03_問い合わせログ_C_202401.csv,46,1,0
INQ-00352,2024-01-06 09:20,2024-01-06 10:16,OP-06,渡辺,メール,故障している,製品不具合,未解決,0,03_問い合わせログ_C_202401.csv,56,0,0
INQ-00353,2024-01-23 11:11,2024-01-23 11:42,OP-01,田中,メール,how to use,使い方・操作方法,解決済,0,03_問い合わせログ_C_202401.csv,31,1,0
INQ-00354,2024-01-04 14:52,2024-01-04 15:11,OP-08,中村,メール,到着予定日を確認したい,配送・到着,解決済,0,03_問い合わせログ_C_202401.csv,19,1,0
INQ-00355,2024-01-15 10:58,2024-01-15 11:21,OP-06,渡辺,チャット,バグがある,製品不具合,解決済,0,03_問い合わせログ_C_202401.csv,23,1,0
INQ-00356,2024-01-06 09:28,2024-01-06 09:59,OP-08,中村,チャット,チュートリアルが必要,その他,解決済,0,03_問い合わせログ_C_202401.csv,31,1,0
INQ-00357,2024-01-04 09:00,2024-01-04 09:59,OP-06,渡辺,電話,使い方を教えてほしい,使い方・操作方法,解決済,0,03_問い合わせログ_C_202401.csv,59,1,0
INQ-00358,2024-01-15 11:39,2024-01-15 11:46,OP-05,伊藤,電話,その他,その他,対応中,0,03_問い合わせログ_C_202401.csv,7,0,0
INQ-00359,2024-01-28 09:14,2024-01-28 09:41,OP-04,高橋,SNS,設定のやり方,使い方・操作方法,解決済,0,03_問い合わせログ_C_202401.csv,27,1,0
INQ-00360,2024-01-08 11:45,2024-01-08 12:17,OP-07,山本,メール,二重請求があった,請求・支払い,解決済,0,03_問い合わせログ_C_202401.csv,32,1,0
INQ-00361,2024-01-24 17:06,2024-01-24 17:19,OP-04,高橋,チャット,請求書の確認,請求・支払い,解決済,0,03_問い合わせログ_C_202401.csv,13,1,0
INQ-00362,2024-01-31 12:57,2024-01-31 13:10,OP-04,高橋,SNS,不具合が発生した,製品不具合,解決済,0,03_問い合わせログ_C_202401.csv,13,1,0
INQ-00363,2024-01-13 10:56,2024-01-13 11:19,OP-03,佐藤,チャット,返品したい,返品・交換,解決済,0,03_問い合わせログ_C_202401.csv,23,1,0
INQ-00364,2024-01-10 12:05,2024-01-10 12:13,OP-07,山本,メール,サービスについて,その他,解決済,0,03_問い合わせログ_C_202401.csv,8,1,0
INQ-00365,2024-01-24 14:24,2024-01-24 14:47,OP-06,渡辺,チャット,チュートリアルが必要,その他,解決済,0,03_問い合わせログ_C_202401.csv,23,1,0
INQ-00366,2024-01-17 09:15,2024-01-17 09:40,OP-04,高橋,チャット,操作方法がわからない,使い方・操作方法,解決済,0,03_問い合わせログ_C_202401.csv,25,1,0
INQ-00367,2024-01-04 16:22,2024-01-04 16:38,OP-05,伊藤,SNS,故障している,製品不具合,未解決,0,03_問い合わせログ_C_202401.csv,16,0,0
INQ-00368,2024-01-19 15:17,2024-01-19 15:26,OP-05,伊藤,SNS,故障している,製品不具合,解決済,0,03_問い合わせログ_C_202401.csv,9,1,0
INQ-00369,2024-01-26 12:06,2024-01-26 12:35,OP-06,渡辺,メール,返金してほしい,返品・交換,エスカレ済,1,03_問い合わせログ_C_202401.csv,29,0,1
INQ-00370,2024-01-24 09:12,2024-01-24 09:32,OP-02,鈴木,SNS,故障している,製品不具合,解決済,0,03_問い合わせログ_C_202401.csv,20,1,0
INQ-00371,2024-01-13 10:13,2024-01-13 10:24,OP-04,高橋,チャット,到着予定日を確認したい,配送・到着,解決済,0,03_問い合わせログ_C_202401.csv,11,1,0
INQ-00372,2024-01-28 12:15,2024-01-28 12:28,OP-03,佐藤,メール,詳細を確認したい,その他,解決済,0,03_問い合わせログ_C_202401.csv,13,1,0
INQ-00373,2024-01-20 10:39,2024-01-20 11:30,OP-04,高橋,電話,バグがある,製品不具合,対応中,0,03_問い合わせログ_C_202401.csv,51,0,0
INQ-00374,2024-01-13 10:14,2024-01-13 11:26,OP-08,中村,メール,料金が間違っている,請求・支払い,解決済,0,03_問い合わせログ_C_202401.csv,72,1,0
INQ-00375,2024-01-05 16:34,2024-01-05 16:49,OP-03,佐藤,SNS,二重請求があった,請求・支払い,解決済,0,03_問い合わせログ_C_202401.csv,15,1,0
INQ-00376,2024-01-28 13:31,2024-01-28 15:09,OP-05,伊藤,電話,操作方法がわからない,使い方・操作方法,解決済,0,03_問い合わせログ_C_202401.csv,98,1,0
INQ-00377,2024-01-11 11:17,2024-01-11 11:33,OP-04,高橋,電話,一般的な質問,その他,解決済,0,03_問い合わせログ_C_202401.csv,16,1,0
INQ-00378,2024-01-05 09:53,2024-01-05 10:13,OP-07,山本,メール,その他の問い合わせ,その他,対応中,0,03_問い合わせログ_C_202401.csv,20,0,0
INQ-00379,2024-01-11 13:16,2024-01-11 13:44,OP-07,山本,メール,一般的な質問,その他,対応中,0,03_問い合わせログ_C_202401.csv,28,0,0
INQ-00380,2024-01-16 12:32,2024-01-16 12:59,OP-01,田中,電話,詳細を確認したい,その他,解決済,0,03_問い合わせログ_C_202401.csv,27,1,0
INQ-00381,2024-01-12 10:21,2024-01-12 11:08,OP-05,伊藤,SNS,詳細を確認したい,その他,解決済,0,03_問い合わせログ_C_202401.csv,47,1,0
INQ-00382,2024-01-04 09:28,2024-01-04 11:31,OP-08,中村,電話,交換をお願いしたい,返品・交換,解決済,0,03_問い合わせログ_C_202401.csv,123,1,0
INQ-00383,2024-01-05 10:22,2024-01-05 10:35,OP-05,伊藤,電話,不具合が発生した,製品不具合,未解決,0,03_問い合わせログ_C_202401.csv,13,0,0
INQ-00384,2024-01-18 10:15,2024-01-18 11:25,OP-04,高橋,SNS,追跡番号を教えて,配送・到着,解決済,0,03_問い合わせログ_C_202401.csv,70,1,0
INQ-00385,2024-01-12 10:09,2024-01-12 11:16,OP-06,渡辺,電話,exchange request,返品・交換,解決済,0,03_問い合わせログ_C_202401.csv,67,1,0
INQ-00386,2024-01-29 17:36,2024-01-29 19:02,OP-08,中村,メール,支払い方法を変更したい,請求・支払い,解決済,0,03_問い合わせログ_C_202401.csv,86,1,0
INQ-00387,2024-01-31 12:31,2024-01-31 13:14,OP-04,高橋,チャット,課金について質問,請求・支払い,解決済,0,03_問い合わせログ_C_202401.csv,43,1,0
INQ-00388,2024-01-17 16:59,2024-01-17 17:43,OP-01,田中,チャット,詳細を確認したい,その他,解決済,0,03_問い合わせログ_C_202401.csv,44,1,0
INQ-00389,2024-01-26 15:22,2024-01-26 16:09,OP-02,鈴木,メール,荷物が届かない,配送・到着,解決済,0,03_問い合わせログ_C_202401.csv,47,1,0
INQ-00390,2024-01-15 16:55,2024-01-15 17:08,OP-05,伊藤,チャット,バグがある,製品不具合,対応中,0,03_問い合わせログ_C_202401.csv,13,0,0
INQ-00391,2024-01-18 09:55,2024-01-18 10:17,OP-04,高橋,SNS,エラーが出て動かない,製品不具合,エスカレ済,1,03_問い合わせログ_C_202401.csv,22,0,1
INQ-00392,2024-01-11 14:37,2024-01-11 15:10,OP-06,渡辺,SNS,二重請求があった,請求・支払い,解決済,0,03_問い合わせログ_C_202401.csv,33,1,0
INQ-00393,2024-01-20 16:49,2024-01-20 17:25,OP-04,高橋,電話,配送が遅延している,配送・到着,対応中,0,03_問い合わせログ_C_202401.csv,36,0,0
INQ-00394,2024-01-07 13:26,2024-01-07 13:56,OP-06,渡辺,電話,チュートリアルが必要,その他,解決済,0,03_問い合わせログ_C_202401.csv,30,1,0
INQ-00395,2024-01-24 09:33,2024-01-24 09:59,OP-04,高橋,メール,二重請求があった,請求・支払い,解決済,0,03_問い合わせログ_C_202401.csv,26,1,0
INQ-00396,2024-01-31 16:03,2024-01-31 17:12,OP-08,中村,メール,二重請求があった,請求・支払い,解決済,0,03_問い合わせログ_C_202401.csv,69,1,0
INQ-00397,2024-01-25 10:26,2024-01-25 10:56,OP-02,鈴木,SNS,到着予定日を確認したい,配送・到着,未解決,0,03_問い合わせログ_C_202401.csv,30,0,0
INQ-00398,2024-01-05 13:23,2024-01-05 14:17,OP-03,佐藤,SNS,返金してほしい,返品・交換,解決済,0,03_問い合わせログ_C_202401.csv,54,1,0
INQ-00399,2024-01-21 11:24,2024-01-21 12:44,OP-08,中村,チャット,チュートリアルが必要,その他,解決済,0,03_問い合わせログ_C_202401.csv,80,1,0
INQ-00400,2024-01-23 11:39,2024-01-23 11:49,OP-05,伊藤,メール,到着予定日を確認したい,配送・到着,対応中,0,03_問い合わせログ_C_202401.csv,10,0,0
INQ-00401,2024-01-03 13:36,2024-01-03 13:45,OP-07,山本,電話,使い方を教えてほしい,使い方・操作方法,解決済,0,03_問い合わせログ_C_202401.csv,9,1,0
INQ-00402,2024-01-30 14:10,2024-01-30 15:09,OP-02,鈴木,SNS,使い方を教えてほしい,使い方・操作方法,エスカレ済,1,03_問い合わせログ_C_202401.csv,59,0,1
INQ-00403,2024-01-31 16:35,2024-01-31 16:45,OP-03,佐藤,SNS,課金について質問,請求・支払い,対応中,0,03_問い合わせログ_C_202401.csv,10,0,0
INQ-00404,2024-01-02 11:53,2024-01-02 12:18,OP-08,中村,SNS,不具合が発生した,製品不具合,エスカレ済,1,03_問い合わせログ_C_202401.csv,25,0,1
INQ-00405,2024-01-24 14:10,2024-01-24 15:58,OP-03,佐藤,チャット,バグがある,製品不具合,対応中,0,03_問い合わせログ_C_202401.csv,108,0,0
INQ-00406,2024-01-10 15:21,2024-01-10 16:55,OP-07,山本,メール,二重請求があった,請求・支払い,解決済,0,03_問い合わせログ_C_202401.csv,94,1,0
INQ-00407,2024-01-13 12:53,2024-01-13 13:54,OP-05,伊藤,SNS,返品したい,返品・交換,解決済,0,03_問い合わせログ_C_202401.csv,61,1,0
INQ-00408,2024-01-18 14:30,2024-01-18 15:06,OP-04,高橋,メール,操作方法がわからない,使い方・操作方法,解決済,0,03_問い合わせログ_C_202401.csv,36,1,0
INQ-00409,2024-01-11 12:11,2024-01-11 12:29,OP-01,田中,SNS,製品が壊れた,製品不具合,エスカレ済,1,03_問い合わせログ_C_202401.csv,18,0,1
INQ-00410,2024-01-21 15:24,2024-01-21 16:18,OP-04,高橋,電話,使い方を教えてほしい,使い方・操作方法,解決済,0,03_問い合わせログ_C_202401.csv,54,1,0
INQ-00411,2024-01-09 10:49,2024-01-09 11:45,OP-01,田中,電話,how to use,使い方・操作方法,解決済,0,03_問い合わせログ_C_202401.csv,56,1,0
INQ-00412,2024-01-03 10:39,2024-01-03 11:39,OP-04,高橋,電話,エラーが出て動かない,製品不具合,未解決,0,03_問い合わせログ_C_202401.csv,60,0,0
INQ-00413,2024-01-10 09:53,2024-01-10 11:37,OP-04,高橋,チャット,料金が間違っている,請求・支払い,対応中,0,03_問い合わせログ_C_202401.csv,104,0,0
INQ-00414,2024-01-11 10:46,2024-01-11 10:54,OP-04,高橋,メール,設定のやり方,使い方・操作方法,解決済,0,03_問い合わせログ_C_202401.csv,8,1,0
INQ-00415,2024-01-24 11:54,2024-01-24 12:28,OP-04,高橋,チャット,その他,その他,解決済,0,03_問い合わせログ_C_202401.csv,34,1,0
INQ-00416,2024-01-21 16:16,2024-01-21 16:41,OP-03,佐藤,SNS,二重請求があった,請求・支払い,解決済,0,03_問い合わせログ_C_202401.csv,25,1,0
INQ-00417,2024-01-09 11:16,2024-01-09 11:58,OP-06,渡辺,SNS,使い方を教えてほしい,使い方・操作方法,対応中,0,03_問い合わせログ_C_202401.csv,42,0,0
INQ-00418,2024-01-21 15:12,2024-01-21 16:06,OP-07,山本,チャット,キャンセルしたい,返品・交換,解決済,0,03_問い合わせログ_C_202401.csv,54,1,0
INQ-00419,2024-01-17 15:46,2024-01-17 15:51,OP-08,中村,メール,バグがある,製品不具合,解決済,0,03_問い合わせログ_C_202401.csv,5,1,0
INQ-00420,2024-01-30 15:15,2024-01-30 15:47,OP-08,中村,SNS,エラーが出て動かない,製品不具合,エスカレ済,1,03_問い合わせログ_C_202401.csv,32,0,1
INQ-00421,2024-01-02 11:43,2024-01-02 12:21,OP-03,佐藤,チャット,その他,その他,解決済,0,03_問い合わせログ_C_202401.csv,38,1,0
INQ-00422,2024-01-31 12:41,2024-01-31 13:29,OP-08,中村,電話,製品が壊れた,製品不具合,エスカレ済,1,03_問い合わせログ_C_202401.csv,48,0,1
INQ-00423,2024-01-17 12:42,2024-01-17 13:54,OP-01,田中,電話,操作方法がわからない,使い方・操作方法,解決済,0,03_問い合わせログ_C_202401.csv,72,1,0
INQ-00424,2024-01-28 12:26,2024-01-28 13:29,OP-04,高橋,チャット,交換をお願いしたい,返品・交換,解決済,0,03_問い合わせログ_C_202401.csv,63,1,0
INQ-00425,2024-01-27 16:19,2024-01-27 17:31,OP-04,高橋,電話,製品が壊れた,製品不具合,エスカレ済,1,03_問い合わせログ_C_202401.csv,72,0,1
INQ-00426,2024-01-10 15:29,2024-01-10 16:04,OP-04,高橋,メール,到着予定日を確認したい,配送・到着,対応中,0,03_問い合わせログ_C_202401.csv,35,0,0
INQ-00427,2024-01-26 12:48,2024-01-26 13:09,OP-06,渡辺,SNS,エラーが出て動かない,製品不具合,未解決,0,03_問い合わせログ_C_202401.csv,21,0,0
INQ-00428,2024-01-08 17:55,2024-01-08 18:10,OP-05,伊藤,SNS,設定のやり方,使い方・操作方法,解決済,0,03_問い合わせログ_C_202401.csv,15,1,0
INQ-00429,2024-01-30 17:01,2024-01-30 17:29,OP-06,渡辺,チャット,how to use,使い方・操作方法,対応中,0,03_問い合わせログ_C_202401.csv,28,0,0
INQ-00430,2024-01-24 11:45,2024-01-24 15:39,OP-04,高橋,電話,製品が壊れた,製品不具合,未解決,0,03_問い合わせログ_C_202401.csv,234,0,0
INQ-00431,2024-01-20 13:41,2024-01-20 14:18,OP-07,山本,メール,バグがある,製品不具合,解決済,0,03_問い合わせログ_C_202401.csv,37,1,0
INQ-00432,2024-01-08 14:17,2024-01-08 14:53,OP-04,高橋,チャット,不具合が発生した,製品不具合,解決済,0,03_問い合わせログ_C_202401.csv,36,1,0
INQ-00433,2024-01-15 14:21,2024-01-15 16:06,OP-08,中村,チャット,不具合が発生した,製品不具合,解決済,0,03_問い合わせログ_C_202401.csv,105,1,0
INQ-00434,2024-01-13 14:48,2024-01-13 16:09,OP-08,中村,電話,二重請求があった,請求・支払い,解決済,0,03_問い合わせログ_C_202401.csv,81,1,0
INQ-00435,2024-01-18 10:21,2024-01-18 10:35,OP-01,田中,SNS,使い方を教えてほしい,使い方・操作方法,解決済,0,03_問い合わせログ_C_202401.csv,14,1,0
INQ-00436,2024-01-01 13:47,2024-01-01 15:32,OP-02,鈴木,電話,支払い方法を変更したい,請求・支払い,対応中,0,03_問い合わせログ_C_202401.csv,105,0,0
INQ-00437,2024-01-08 10:41,2024-01-08 10:54,OP-06,渡辺,SNS,不具合が発生した,製品不具合,解決済,0,03_問い合わせログ_C_202401.csv,13,1,0
INQ-00438,2024-01-25 10:23,2024-01-25 10:32,OP-01,田中,SNS,荷物が届かない,配送・到着,解決済,0,03_問い合わせログ_C_202401.csv,9,1,0
INQ-00439,2024-01-09 10:56,2024-01-09 12:31,OP-05,伊藤,チャット,二重請求があった,請求・支払い,解決済,0,03_問い合わせログ_C_202401.csv,95,1,0
INQ-00440,2024-01-05 12:37,2024-01-05 12:57,OP-03,佐藤,電話,課金について質問,請求・支払い,解決済,0,03_問い合わせログ_C_202401.csv,20,1,0
INQ-00441,2024-01-09 17:37,2024-01-09 18:06,OP-04,高橋,チャット,操作方法がわからない,使い方・操作方法,解決済,0,03_問い合わせログ_C_202401.csv,29,1,0
INQ-00442,2024-01-03 14:47,2024-01-03 15:21,OP-07,山本,SNS,キャンセルしたい,返品・交換,解決済,0,03_問い合わせログ_C_202401.csv,34,1,0
INQ-00443,2024-01-15 16:13,2024-01-15 16:23,OP-04,高橋,電話,操作方法がわからない,使い方・操作方法,解決済,0,03_問い合わせログ_C_202401.csv,10,1,0
INQ-00444,2024-01-21 15:49,2024-01-21 16:44,OP-02,鈴木,SNS,荷物が届かない,配送・到着,解決済,0,03_問い合わせログ_C_202401.csv,55,1,0
INQ-00445,2024-01-05 12:30,2024-01-05 13:03,OP-01,田中,電話,使い方を教えてほしい,使い方・操作方法,解決済,0,03_問い合わせログ_C_202401.csv,33,1,0
INQ-00446,2024-01-18 11:41,2024-01-18 12:19,OP-06,渡辺,電話,how to use,使い方・操作方法,解決済,0,03_問い合わせログ_C_202401.csv,38,1,0
INQ-00447,2024-01-01 17:01,2024-01-01 17:32,OP-04,高橋,SNS,返品したい,返品・交換,解決済,0,03_問い合わせログ_C_202401.csv,31,1,0
INQ-00448,2024-01-31 09:05,2024-01-31 09:54,OP-05,伊藤,電話,製品が壊れた,製品不具合,エスカレ済,1,03_問い合わせログ_C_202401.csv,49,0,1
INQ-00449,2024-01-04 17:19,2024-01-04 18:40,OP-01,田中,メール,料金が間違っている,請求・支払い,エスカレ済,1,03_問い合わせログ_C_202401.csv,81,0,1
INQ-00450,2024-01-10 10:25,2024-01-10 11:18,OP-02,鈴木,メール,到着予定日を確認したい,配送・到着,解決済,0,03_問い合わせログ_C_202401.csv,53,1,0
INQ-00451,2024-01-12 15:45,2024-01-12 16:43,OP-06,渡辺,メール,how to use,使い方・操作方法,解決済,0,03_問い合わせログ_C_202401.csv,58,1,0
INQ-00452,2024-01-11 15:49,2024-01-11 16:06,OP-06,渡辺,SNS,返品したい,返品・交換,解決済,0,03_問い合わせログ_C_202401.csv,17,1,0
INQ-00453,2024-01-30 12:23,2024-01-30 14:11,OP-06,渡辺,SNS,製品が壊れた,製品不具合,対応中,0,03_問い合わせログ_C_202401.csv,108,0,0
INQ-00454,2024-01-10 15:48,2024-01-10 16:01,OP-01,田中,SNS,詳細を確認したい,その他,解決済,0,03_問い合わせログ_C_202401.csv,13,1,0
INQ-00455,2024-01-07 17:16,2024-01-07 17:51,OP-07,山本,SNS,設定のやり方,使い方・操作方法,解決済,0,03_問い合わせログ_C_202401.csv,35,1,0
INQ-00456,2024-01-05 17:05,2024-01-05 17:29,OP-05,伊藤,電話,二重請求があった,請求・支払い,対応中,0,03_問い合わせログ_C_202401.csv,24,0,0
INQ-00457,2024-01-10 13:16,2024-01-10 14:03,OP-07,山本,メール,支払い方法を変更したい,請求・支払い,対応中,0,03_問い合わせログ_C_202401.csv,47,0,0
INQ-00458,2024-01-03 11:00,2024-01-03 11:18,OP-06,渡辺,電話,追跡番号を教えて,配送・到着,解決済,0,03_問い合わせログ_C_202401.csv,18,1,0
INQ-00459,2024-01-27 15:05,2024-01-27 15:31,OP-06,渡辺,電話,サービスについて,その他,対応中,0,03_問い合わせログ_C_202401.csv,26,0,0
INQ-00460,2024-01-02 15:49,2024-01-02 16:19,OP-07,山本,SNS,支払い方法を変更したい,請求・支払い,解決済,0,03_問い合わせログ_C_202401.csv,30,1,0
INQ-00461,2024-01-01 10:03,2024-01-01 10:19,OP-06,渡辺,チャット,請求書の確認,請求・支払い,解決済,0,03_問い合わせログ_C_202401.csv,16,1,0
INQ-00462,2024-01-27 13:32,2024-01-27 13:51,OP-05,伊藤,電話,返品したい,返品・交換,解決済,0,03_問い合わせログ_C_202401.csv,19,1,0
INQ-00463,2024-01-02 09:25,2024-01-02 10:57,OP-04,高橋,メール,配送業者に問い合わせたい,配送・到着,解決済,0,03_問い合わせログ_C_202401.csv,92,1,0
INQ-00464,2024-01-13 14:15,2024-01-13 14:49,OP-03,佐藤,チャット,配送が遅延している,配送・到着,解決済,0,03_問い合わせログ_C_202401.csv,34,1,0
INQ-00465,2024-01-07 13:32,2024-01-07 15:42,OP-03,佐藤,SNS,使い方を教えてほしい,使い方・操作方法,解決済,0,03_問い合わせログ_C_202401.csv,130,1,0
INQ-00466,2024-01-24 11:22,2024-01-24 11:28,OP-06,渡辺,メール,製品が壊れた,製品不具合,解決済,0,03_問い合わせログ_C_202401.csv,6,1,0
INQ-00467,2024-01-20 10:38,2024-01-20 11:35,OP-04,高橋,メール,到着予定日を確認したい,配送・到着,解決済,0,03_問い合わせログ_C_202401.csv,57,1,0
INQ-00468,2024-01-24 15:05,2024-01-24 15:29,OP-06,渡辺,SNS,不具合が発生した,製品不具合,エスカレ済,1,03_問い合わせログ_C_202401.csv,24,0,1
INQ-00469,2024-01-06 10:02,2024-01-06 10:40,OP-08,中村,メール,キャンセルしたい,返品・交換,解決済,0,03_問い合わせログ_C_202401.csv,38,1,0
INQ-00470,2024-01-26 15:59,2024-01-26 16:40,OP-04,高橋,メール,バグがある,製品不具合,解決済,0,03_問い合わせログ_C_202401.csv,41,1,0
INQ-00471,2024-01-31 14:10,2024-01-31 14:46,OP-05,伊藤,SNS,詳細を確認したい,その他,解決済,0,03_問い合わせログ_C_202401.csv,36,1,0
INQ-00472,2024-01-14 10:52,2024-01-14 12:39,OP-06,渡辺,SNS,その他の問い合わせ,その他,解決済,0,03_問い合わせログ_C_202401.csv,107,1,0
INQ-00473,2024-01-30 16:27,2024-01-30 16:39,OP-04,高橋,メール,バグがある,製品不具合,対応中,0,03_問い合わせログ_C_202401.csv,12,0,0
INQ-00474,2024-01-06 13:39,2024-01-06 14:06,OP-01,田中,SNS,配送業者に問い合わせたい,配送・到着,エスカレ済,1,03_問い合わせログ_C_202401.csv,27,0,1
INQ-00475,2024-01-08 15:00,2024-01-08 15:16,OP-08,中村,電話,その他の問い合わせ,その他,対応中,0,03_問い合わせログ_C_202401.csv,16,0,0
INQ-00476,2024-01-18 12:49,2024-01-18 15:08,OP-08,中村,チャット,返金してほしい,返品・交換,解決済,0,03_問い合わせログ_C_202401.csv,139,1,0
INQ-00477,2024-01-15 09:31,2024-01-15 09:44,OP-07,山本,電話,エラーが出て動かない,製品不具合,未解決,0,03_問い合わせログ_C_202401.csv,13,0,0
INQ-00478,2024-01-02 12:29,2024-01-02 12:59,OP-08,中村,SNS,バグがある,製品不具合,対応中,0,03_問い合わせログ_C_202401.csv,30,0,0
INQ-00479,2024-01-09 12:15,2024-01-09 12:24,OP-02,鈴木,メール,設定のやり方,使い方・操作方法,解決済,0,03_問い合わせログ_C_202401.csv,9,1,0
INQ-00480,2024-01-24 12:33,2024-01-24 13:10,OP-03,佐藤,電話,追跡番号を教えて,配送・到着,解決済,0,03_問い合わせログ_C_202401.csv,37,1,0
INQ-00481,2024-01-24 11:07,2024-01-24 11:18,OP-06,渡辺,SNS,how to use,使い方・操作方法,未解決,0,03_問い合わせログ_C_202401.csv,11,0,0
INQ-00482,2024-01-17 13:33,2024-01-17 13:50,OP-05,伊藤,メール,請求書の確認,請求・支払い,解決済,0,03_問い合わせログ_C_202401.csv,17,1,0
INQ-00483,2024-01-27 09:21,2024-01-27 09:32,OP-08,中村,メール,不具合が発生した,製品不具合,未解決,0,03_問い合わせログ_C_202401.csv,11,0,0
INQ-00484,2024-01-01 14:53,2024-01-01 15:37,OP-08,中村,SNS,製品が壊れた,製品不具合,解決済,0,03_問い合わせログ_C_202401.csv,44,1,0
INQ-00485,2024-01-25 10:50,2024-01-25 12:42,OP-02,鈴木,メール,一般的な質問,その他,対応中,0,03_問い合わせログ_C_202401.csv,112,0,0
