staff_id,name,store_id,employment_type,hourly_wage,work_date,clock_in,clock_out,break_minutes,work_hours,late_night,base_wage,late_night_premium,total_wage,overtime_hours,source_file
R002-S12,スタッフR00212,R002_渋谷店,アルバイト,1200,2024-01-17,14:30,21:24,45,6.9,False,8280.0,0.0,8280.0,0.0,shift_R002_202401.csv
R002-S13,スタッフR00213,R002_渋谷店,社員,2170,2024-01-17,11:30,17:30,45,6.0,False,13020.0,0.0,13020.0,0.0,shift_R002_202401.csv
R002-S15,スタッフR00215,R002_渋谷店,アルバイト,1105,2024-01-17,16:30,23:18,45,6.8,True,7514.0,1878.5,9392.5,0.0,shift_R002_202401.csv
R002-S16,スタッフR00216,R002_渋谷店,アルバイト,1172,2024-01-17,10:00,13:18,0,3.3,False,3867.6,0.0,3867.6,0.0,shift_R002_202401.csv
R002-S17,スタッフR00217,R002_渋谷店,アルバイト,1103,2024-01-17,16:00,22:54,45,6.9,True,7610.7,1902.68,9513.38,0.0,shift_R002_202401.csv
R002-S18,スタッフR00218,R002_渋谷店,アルバイト,1135,2024-01-17,19:00,22:54,0,3.9,True,4426.5,1106.62,5533.12,0.0,shift_R002_202401.csv
R002-S19,スタッフR00219,R002_渋谷店,社員,1955,2024-01-17,09:00,13:12,0,4.2,False,8211.0,0.0,8211.0,0.0,shift_R002_202401.csv
R002-S20,スタッフR00220,R002_渋谷店,パート,1103,2024-01-17,15:00,19:24,0,4.4,False,4853.2,0.0,4853.2,0.0,shift_R002_202401.csv
R002-S01,スタッフR00201,R002_渋谷店,アルバイト,1073,2024-01-18,18:30,00:42,45,6.2,True,6652.6,1663.15,8315.75,0.0,shift_R002_202401.csv
R002-S04,スタッフR00204,R002_渋谷店,アルバイト,1063,2024-01-18,19:30,23:24,0,3.9,True,4145.7,1036.42,5182.12,0.0,shift_R002_202401.csv
R002-S05,スタッフR00205,R002_渋谷店,パート,1168,2024-01-18,19:30,00:12,0,4.7,True,5489.6,1372.4,6862.0,0.0,shift_R002_202401.csv
R002-S06,スタッフR00206,R002_渋谷店,アルバイト,1146,2024-01-18,14:00,18:24,0,4.4,False,5042.4,0.0,5042.4,0.0,shift_R002_202401.csv
R002-S07,スタッフR00207,R002_渋谷店,パート,1272,2024-01-18,12:00,19:18,45,7.3,False,9285.6,0.0,9285.6,0.0,shift_R002_202401.csv
R002-S08,スタッフR00208,R002_渋谷店,アルバイト,1060,2024-01-18,20:00,00:18,0,4.3,True,4558.0,1139.5,5697.5,0.0,shift_R002_202401.csv
R002-S09,スタッフR00209,R002_渋谷店,パート,1118,2024-01-18,10:00,15:24,0,5.4,False,6037.2,0.0,6037.2,0.0,shift_R002_202401.csv
R002-S11,スタッフR00211,R002_渋谷店,社員,2189,2024-01-18,09:00,13:18,0,4.3,False,9412.7,0.0,9412.7,0.0,shift_R002_202401.csv
R002-S12,スタッフR00212,R002_渋谷店,アルバイト,1200,2024-01-18,14:30,19:36,0,5.1,False,6120.0,0.0,6120.0,0.0,shift_R002_202401.csv
R002-S13,スタッフR00213,R002_渋谷店,社員,2170,2024-01-18,10:30,14:48,0,4.3,False,9331.0,0.0,9331.0,0.0,shift_R002_202401.csv
R002-S14,スタッフR00214,R002_渋谷店,アルバイト,1193,2024-01-18,20:30,02:24,0,5.9,True,7038.7,1759.68,8798.38,0.0,shift_R002_202401.csv
R002-S16,スタッフR00216,R002_渋谷店,アルバイト,1172,2024-01-18,15:30,20:00,0,4.5,False,5274.0,0.0,5274.0,0.0,shift_R002_202401.csv
R002-S19,スタッフR00219,R002_渋谷店,社員,1955,2024-01-18,11:30,18:48,45,7.3,False,14271.5,0.0,14271.5,0.0,shift_R002_202401.csv
R002-S20,スタッフR00220,R002_渋谷店,パート,1103,2024-01-18,21:30,01:24,0,3.9,True,4301.7,1075.42,5377.12,0.0,shift_R002_202401.csv
R002-S01,スタッフR00201,R002_渋谷店,アルバイト,1073,2024-01-19,13:00,20:00,45,7.0,False,7511.0,0.0,7511.0,0.0,shift_R002_202401.csv
R002-S02,スタッフR00202,R002_渋谷店,アルバイト,1187,2024-01-19,19:30,01:48,45,6.3,True,7478.1,1869.52,9347.62,0.0,shift_R002_202401.csv
R002-S03,スタッフR00203,R002_渋谷店,アルバイト,1098,2024-01-19,21:00,03:18,45,6.3,True,6917.4,1729.35,8646.75,0.0,shift_R002_202401.csv
R002-S04,スタッフR00204,R002_渋谷店,アルバイト,1063,2024-01-19,14:30,19:30,0,5.0,False,5315.0,0.0,5315.0,0.0,shift_R002_202401.csv
R002-S05,スタッフR00205,R002_渋谷店,パート,1168,2024-01-19,19:00,23:42,0,4.7,True,5489.6,1372.4,6862.0,0.0,shift_R002_202401.csv
R002-S06,スタッフR00206,R002_渋谷店,アルバイト,1146,2024-01-19,20:30,04:00,45,7.5,True,8595.0,2148.75,10743.75,0.0,shift_R002_202401.csv
R002-S07,スタッフR00207,R002_渋谷店,パート,1272,2024-01-19,18:30,01:42,45,7.2,True,9158.4,2289.6,11448.0,0.0,shift_R002_202401.csv
R002-S08,スタッフR00208,R002_渋谷店,アルバイト,1060,2024-01-19,18:00,22:30,0,4.5,True,4770.0,1192.5,5962.5,0.0,shift_R002_202401.csv
R002-S09,スタッフR00209,R002_渋谷店,パート,1118,2024-01-19,21:30,04:06,45,6.6,True,7378.8,1844.7,9223.5,0.0,shift_R002_202401.csv
R002-S10,スタッフR00210,R002_渋谷店,パート,1148,2024-01-19,12:30,18:48,45,6.3,False,7232.4,0.0,7232.4,0.0,shift_R002_202401.csv
R002-S11,スタッフR00211,R002_渋谷店,社員,2189,2024-01-19,09:30,14:36,0,5.1,False,11163.9,0.0,11163.9,0.0,shift_R002_202401.csv
R002-S12,スタッフR00212,R002_渋谷店,アルバイト,1200,2024-01-19,15:30,21:24,0,5.9,False,7080.0,0.0,7080.0,0.0,shift_R002_202401.csv
R002-S13,スタッフR00213,R002_渋谷店,社員,2170,2024-01-19,09:30,12:48,0,3.3,False,7161.0,0.0,7161.0,0.0,shift_R002_202401.csv
R002-S14,スタッフR00214,R002_渋谷店,アルバイト,1193,2024-01-19,19:00,00:24,0,5.4,True,6442.2,1610.55,8052.75,0.0,shift_R002_202401.csv
R002-S17,スタッフR00217,R002_渋谷店,アルバイト,1103,2024-01-19,18:30,23:36,0,5.1,True,5625.3,1406.32,7031.62,0.0,shift_R002_202401.csv
R002-S18,スタッフR00218,R002_渋谷店,アルバイト,1135,2024-01-19,12:00,20:00,60,8.0,False,9080.0,0.0,9080.0,0.0,shift_R002_202401.csv
R002-S19,スタッフR00219,R002_渋谷店,社員,1955,2024-01-19,11:30,15:12,0,3.7,False,7233.5,0.0,7233.5,0.0,shift_R002_202401.csv
R002-S20,スタッフR00220,R002_渋谷店,パート,1103,2024-01-19,12:00,17:24,0,5.4,False,5956.2,0.0,5956.2,0.0,shift_R002_202401.csv
R002-S01,スタッフR00201,R002_渋谷店,アルバイト,1073,2024-01-20,12:30,18:42,45,6.2,False,6652.6,0.0,6652.6,0.0,shift_R002_202401.csv
R002-S03,スタッフR00203,R002_渋谷店,アルバイト,1098,2024-01-20,12:00,17:24,0,5.4,False,5929.2,0.0,5929.2,0.0,shift_R002_202401.csv
R002-S04,スタッフR00204,R002_渋谷店,アルバイト,1063,2024-01-20,11:00,17:06,45,6.1,False,6484.3,0.0,6484.3,0.0,shift_R002_202401.csv
R002-S05,スタッフR00205,R002_渋谷店,パート,1168,2024-01-20,16:30,00:18,45,7.8,True,9110.4,2277.6,11388.0,0.0,shift_R002_202401.csv
R002-S06,スタッフR00206,R002_渋谷店,アルバイト,1146,2024-01-20,10:00,16:42,45,6.7,False,7678.2,0.0,7678.2,0.0,shift_R002_202401.csv
R002-S07,スタッフR00207,R002_渋谷店,パート,1272,2024-01-20,15:00,18:06,0,3.1,False,3943.2,0.0,3943.2,0.0,shift_R002_202401.csv
R002-S09,スタッフR00209,R002_渋谷店,パート,1118,2024-01-20,13:30,18:06,0,4.6,False,5142.8,0.0,5142.8,0.0,shift_R002_202401.csv
R002-S11,スタッフR00211,R002_渋谷店,社員,2189,2024-01-20,10:00,13:18,0,3.3,False,7223.7,0.0,7223.7,0.0,shift_R002_202401.csv
R002-S13,スタッフR00213,R002_渋谷店,社員,2170,2024-01-20,10:30,15:42,0,5.2,False,11284.0,0.0,11284.0,0.0,shift_R002_202401.csv
R002-S14,スタッフR00214,R002_渋谷店,アルバイト,1193,2024-01-20,12:30,20:30,60,8.0,False,9544.0,0.0,9544.0,0.0,shift_R002_202401.csv
R002-S15,スタッフR00215,R002_渋谷店,アルバイト,1105,2024-01-20,13:00,20:42,45,7.7,False,8508.5,0.0,8508.5,0.0,shift_R002_202401.csv
R002-S16,スタッフR00216,R002_渋谷店,アルバイト,1172,2024-01-20,16:00,20:05,0,4.1,False,4805.2,0.0,4805.2,0.0,shift_R002_202401.csv
R002-S17,スタッフR00217,R002_渋谷店,アルバイト,1103,2024-01-20,12:00,18:42,45,6.7,False,7390.1,0.0,7390.1,0.0,shift_R002_202401.csv
R002-S18,スタッフR00218,R002_渋谷店,アルバイト,1135,2024-01-20,12:00,16:48,0,4.8,False,5448.0,0.0,5448.0,0.0,shift_R002_202401.csv
R002-S19,スタッフR00219,R002_渋谷店,社員,1955,2024-01-20,09:30,16:54,45,7.4,False,14467.0,0.0,14467.0,0.0,shift_R002_202401.csv
R002-S20,スタッフR00220,R002_渋谷店,パート,1103,2024-01-20,18:00,00:00,45,6.0,True,6618.0,1654.5,8272.5,0.0,shift_R002_202401.csv
R002-S03,スタッフR00203,R002_渋谷店,アルバイト,1098,2024-01-21,10:00,15:06,0,5.1,False,5599.8,0.0,5599.8,0.0,shift_R002_202401.csv
R002-S04,スタッフR00204,R002_渋谷店,アルバイト,1063,2024-01-21,18:30,23:54,0,5.4,True,5740.2,1435.05,7175.25,0.0,shift_R002_202401.csv
R002-S05,スタッフR00205,R002_渋谷店,パート,1168,2024-01-21,21:00,01:30,0,4.5,True,5256.0,1314.0,6570.0,0.0,shift_R002_202401.csv
R002-S06,スタッフR00206,R002_渋谷店,アルバイト,1146,2024-01-21,20:30,02:36,45,6.1,True,6990.6,1747.65,8738.25,0.0,shift_R002_202401.csv
R002-S07,スタッフR00207,R002_渋谷店,パート,1272,2024-01-21,16:00,21:36,0,5.6,False,7123.2,0.0,7123.2,0.0,shift_R002_202401.csv
R002-S08,スタッフR00208,R002_渋谷店,アルバイト,1060,2024-01-21,14:00,20:54,45,6.9,False,7314.0,0.0,7314.0,0.0,shift_R002_202401.csv
R002-S09,スタッフR00209,R002_渋谷店,パート,1118,2024-01-21,19:00,01:54,45,6.9,True,7714.2,1928.55,9642.75,0.0,shift_R002_202401.csv
R002-S10,スタッフR00210,R002_渋谷店,パート,1148,2024-01-21,13:30,20:00,45,6.5,False,7462.0,0.0,7462.0,0.0,shift_R002_202401.csv
R002-S11,スタッフR00211,R002_渋谷店,社員,2189,2024-01-21,09:30,17:06,45,7.6,False,16636.4,0.0,16636.4,0.0,shift_R002_202401.csv
R002-S12,スタッフR00212,R002_渋谷店,アルバイト,1200,2024-01-21,17:30,21:42,0,4.2,False,5040.0,0.0,5040.0,0.0,shift_R002_202401.csv
R002-S16,スタッフR00216,R002_渋谷店,アルバイト,1172,2024-01-21,17:00,00:42,45,7.7,True,9024.4,2256.1,11280.5,0.0,shift_R002_202401.csv
R002-S17,スタッフR00217,R002_渋谷店,アルバイト,1103,2024-01-21,11:00,18:30,45,7.5,False,8272.5,0.0,8272.5,0.0,shift_R002_202401.csv
R002-S18,スタッフR00218,R002_渋谷店,アルバイト,1135,2024-01-21,17:30,21:48,0,4.3,False,4880.5,0.0,4880.5,0.0,shift_R002_202401.csv
R002-S19,スタッフR00219,R002_渋谷店,社員,1955,2024-01-21,09:00,16:18,45,7.3,False,14271.5,0.0,14271.5,0.0,shift_R002_202401.csv
R002-S20,スタッフR00220,R002_渋谷店,パート,1103,2024-01-21,20:30,01:36,0,5.1,True,5625.3,1406.32,7031.62,0.0,shift_R002_202401.csv
R002-S02,スタッフR00202,R002_渋谷店,アルバイト,1187,2024-01-22,10:00,17:18,45,7.3,False,8665.1,0.0,8665.1,0.0,shift_R002_202401.csv
R002-S03,スタッフR00203,R002_渋谷店,アルバイト,1098,2024-01-22,12:30,17:18,0,4.8,False,5270.4,0.0,5270.4,0.0,shift_R002_202401.csv
R002-S04,スタッフR00204,R002_渋谷店,アルバイト,1063,2024-01-22,19:30,02:54,45,7.4,True,7866.2,1966.55,9832.75,0.0,shift_R002_202401.csv
R002-S06,スタッフR00206,R002_渋谷店,アルバイト,1146,2024-01-22,12:00,17:00,0,5.0,False,5730.0,0.0,5730.0,0.0,shift_R002_202401.csv
R002-S07,スタッフR00207,R002_渋谷店,パート,1272,2024-01-22,14:30,20:54,45,6.4,False,8140.8,0.0,8140.8,0.0,shift_R002_202401.csv
R002-S08,スタッフR00208,R002_渋谷店,アルバイト,1060,2024-01-22,16:00,19:36,0,3.6,False,3816.0,0.0,3816.0,0.0,shift_R002_202401.csv
R002-S09,スタッフR00209,R002_渋谷店,パート,1118,2024-01-22,10:00,13:30,0,3.5,False,3913.0,0.0,3913.0,0.0,shift_R002_202401.csv
R002-S10,スタッフR00210,R002_渋谷店,パート,1148,2024-01-22,17:30,21:24,0,3.9,False,4477.2,0.0,4477.2,0.0,shift_R002_202401.csv
R002-S11,スタッフR00211,R002_渋谷店,社員,2189,2024-01-22,10:00,17:18,45,7.3,False,15979.7,0.0,15979.7,0.0,shift_R002_202401.csv
R002-S12,スタッフR00212,R002_渋谷店,アルバイト,1200,2024-01-22,21:00,02:24,0,5.4,True,6480.0,1620.0,8100.0,0.0,shift_R002_202401.csv
R002-S13,スタッフR00213,R002_渋谷店,社員,2170,2024-01-22,10:30,13:42,0,3.2,False,6944.0,0.0,6944.0,0.0,shift_R002_202401.csv
R002-S14,スタッフR00214,R002_渋谷店,アルバイト,1193,2024-01-22,15:00,21:30,45,6.5,False,7754.5,0.0,7754.5,0.0,shift_R002_202401.csv
R002-S15,スタッフR00215,R002_渋谷店,アルバイト,1105,2024-01-22,21:00,04:54,45,7.9,True,8729.5,2182.38,10911.88,0.0,shift_R002_202401.csv
R002-S16,スタッフR00216,R002_渋谷店,アルバイト,1172,2024-01-22,15:00,20:12,0,5.2,False,6094.4,0.0,6094.4,0.0,shift_R002_202401.csv
R002-S17,スタッフR00217,R002_渋谷店,アルバイト,1103,2024-01-22,17:30,23:48,45,6.3,True,6948.9,1737.22,8686.12,0.0,shift_R002_202401.csv
R002-S18,スタッフR00218,R002_渋谷店,アルバイト,1135,2024-01-22,12:00,15:06,0,3.1,False,3518.5,0.0,3518.5,0.0,shift_R002_202401.csv
R002-S19,スタッフR00219,R002_渋谷店,社員,1955,2024-01-22,11:30,18:48,45,7.3,False,14271.5,0.0,14271.5,0.0,shift_R002_202401.csv
R002-S20,スタッフR00220,R002_渋谷店,パート,1103,2024-01-22,11:30,16:06,0,4.6,False,5073.8,0.0,5073.8,0.0,shift_R002_202401.csv
R002-S01,スタッフR00201,R002_渋谷店,アルバイト,1073,2024-01-23,14:00,19:30,0,5.5,False,5901.5,0.0,5901.5,0.0,shift_R002_202401.csv
R002-S02,スタッフR00202,R002_渋谷店,アルバイト,1187,2024-01-23,16:30,23:36,45,7.1,True,8427.7,2106.93,10534.63,0.0,shift_R002_202401.csv
R002-S04,スタッフR00204,R002_渋谷店,アルバイト,1063,2024-01-23,19:30,22:54,0,3.4,True,3614.2,903.55,4517.75,0.0,shift_R002_202401.csv
R002-S05,スタッフR00205,R002_渋谷店,パート,1168,2024-01-23,15:00,22:54,45,7.9,True,9227.2,2306.8,11534.0,0.0,shift_R002_202401.csv
R002-S06,スタッフR00206,R002_渋谷店,アルバイト,1146,2024-01-23,10:00,15:00,0,5.0,False,5730.0,0.0,5730.0,0.0,shift_R002_202401.csv
R002-S08,スタッフR00208,R002_渋谷店,アルバイト,1060,2024-01-23,11:30,19:00,45,7.5,False,7950.0,0.0,7950.0,0.0,shift_R002_202401.csv
R002-S09,スタッフR00209,R002_渋谷店,パート,1118,2024-01-23,20:30,04:18,45,7.8,True,8720.4,2180.1,10900.5,0.0,shift_R002_202401.csv
R002-S10,スタッフR00210,R002_渋谷店,パート,1148,2024-01-23,10:00,17:12,45,7.2,False,8265.6,0.0,8265.6,0.0,shift_R002_202401.csv
R002-S11,スタッフR00211,R002_渋谷店,社員,2189,2024-01-23,11:30,18:06,45,6.6,False,14447.4,0.0,14447.4,0.0,shift_R002_202401.csv
R002-S12,スタッフR00212,R002_渋谷店,アルバイト,1200,2024-01-23,17:00,20:30,0,3.5,False,4200.0,0.0,4200.0,0.0,shift_R002_202401.csv
R002-S13,スタッフR00213,R002_渋谷店,社員,2170,2024-01-23,09:30,14:18,0,4.8,False,10416.0,0.0,10416.0,0.0,shift_R002_202401.csv
R002-S14,スタッフR00214,R002_渋谷店,アルバイト,1193,2024-01-23,14:30,21:00,45,6.5,False,7754.5,0.0,7754.5,0.0,shift_R002_202401.csv
R002-S18,スタッフR00218,R002_渋谷店,アルバイト,1135,2024-01-23,21:30,01:00,0,3.5,True,3972.5,993.12,4965.62,0.0,shift_R002_202401.csv
R002-S19,スタッフR00219,R002_渋谷店,社員,1955,2024-01-23,09:00,16:42,45,7.7,False,15053.5,0.0,15053.5,0.0,shift_R002_202401.csv
R002-S20,スタッフR00220,R002_渋谷店,パート,1103,2024-01-23,17:00,23:36,45,6.6,True,7279.8,1819.95,9099.75,0.0,shift_R002_202401.csv
R002-S02,スタッフR00202,R002_渋谷店,アルバイト,1187,2024-01-24,20:00,02:54,45,6.9,True,8190.3,2047.58,10237.88,0.0,shift_R002_202401.csv
R002-S03,スタッフR00203,R002_渋谷店,アルバイト,1098,2024-01-24,20:00,03:48,45,7.8,True,8564.4,2141.1,10705.5,0.0,shift_R002_202401.csv
R002-S05,スタッフR00205,R002_渋谷店,パート,1168,2024-01-24,18:30,01:42,45,7.2,True,8409.6,2102.4,10512.0,0.0,shift_R002_202401.csv
R002-S06,スタッフR00206,R002_渋谷店,アルバイト,1146,2024-01-24,18:00,00:30,45,6.5,True,7449.0,1862.25,9311.25,0.0,shift_R002_202401.csv
R002-S07,スタッフR00207,R002_渋谷店,パート,1272,2024-01-24,12:00,16:54,0,4.9,False,6232.8,0.0,6232.8,0.0,shift_R002_202401.csv
R002-S08,スタッフR00208,R002_渋谷店,アルバイト,1060,2024-01-24,15:30,20:36,0,5.1,False,5406.0,0.0,5406.0,0.0,shift_R002_202401.csv
R002-S09,スタッフR00209,R002_渋谷店,パート,1118,2024-01-24,21:00,01:24,0,4.4,True,4919.2,1229.8,6149.0,0.0,shift_R002_202401.csv
R002-S10,スタッフR00210,R002_渋谷店,パート,1148,2024-01-24,14:30,21:30,45,7.0,False,8036.0,0.0,8036.0,0.0,shift_R002_202401.csv
R002-S11,スタッフR00211,R002_渋谷店,社員,2189,2024-01-24,11:30,18:42,45,7.2,False,15760.8,0.0,15760.8,0.0,shift_R002_202401.csv
R002-S12,スタッフR00212,R002_渋谷店,アルバイト,1200,2024-01-24,15:00,19:00,0,4.0,False,4800.0,0.0,4800.0,0.0,shift_R002_202401.csv
R002-S13,スタッフR00213,R002_渋谷店,社員,2170,2024-01-24,10:30,18:06,45,7.6,False,16492.0,0.0,16492.0,0.0,shift_R002_202401.csv
R002-S15,スタッフR00215,R002_渋谷店,アルバイト,1105,2024-01-24,12:30,19:06,45,6.6,False,7293.0,0.0,7293.0,0.0,shift_R002_202401.csv
R002-S16,スタッフR00216,R002_渋谷店,アルバイト,1172,2024-01-24,18:30,00:24,0,5.9,True,6914.8,1728.7,8643.5,0.0,shift_R002_202401.csv
R002-S17,スタッフR00217,R002_渋谷店,アルバイト,1103,2024-01-24,21:30,03:54,45,6.4,True,7059.2,1764.8,8824.0,0.0,shift_R002_202401.csv
R002-S18,スタッフR00218,R002_渋谷店,アルバイト,1135,2024-01-24,18:30,01:54,45,7.4,True,8399.0,2099.75,10498.75,0.0,shift_R002_202401.csv
R002-S19,スタッフR00219,R002_渋谷店,社員,1955,2024-01-24,09:00,12:06,0,3.1,False,6060.5,0.0,6060.5,0.0,shift_R002_202401.csv
R002-S01,スタッフR00201,R002_渋谷店,アルバイト,1073,2024-01-25,13:30,20:18,45,6.8,False,7296.4,0.0,7296.4,0.0,shift_R002_202401.csv
R002-S03,スタッフR00203,R002_渋谷店,アルバイト,1098,2024-01-25,14:00,21:12,45,7.2,False,7905.6,0.0,7905.6,0.0,shift_R002_202401.csv
R002-S04,スタッフR00204,R002_渋谷店,アルバイト,1063,2024-01-25,14:00,20:48,45,6.8,False,7228.4,0.0,7228.4,0.0,shift_R002_202401.csv
R002-S06,スタッフR00206,R002_渋谷店,アルバイト,1146,2024-01-25,11:00,17:42,45,6.7,False,7678.2,0.0,7678.2,0.0,shift_R002_202401.csv
R002-S07,スタッフR00207,R002_渋谷店,パート,1272,2024-01-25,13:30,20:00,45,6.5,False,8268.0,0.0,8268.0,0.0,shift_R002_202401.csv
R002-S09,スタッフR00209,R002_渋谷店,パート,1118,2024-01-25,16:30,00:18,45,7.8,True,8720.4,2180.1,10900.5,0.0,shift_R002_202401.csv
R002-S11,スタッフR00211,R002_渋谷店,社員,2189,2024-01-25,09:30,16:36,45,7.1,False,15541.9,0.0,15541.9,0.0,shift_R002_202401.csv
R002-S12,スタッフR00212,R002_渋谷店,アルバイト,1200,2024-01-25,21:30,04:18,45,6.8,True,8160.0,2040.0,10200.0,0.0,shift_R002_202401.csv
R002-S13,スタッフR00213,R002_渋谷店,社員,2170,2024-01-25,11:00,17:54,45,6.9,False,14973.0,0.0,14973.0,0.0,shift_R002_202401.csv
R002-S14,スタッフR00214,R002_渋谷店,アルバイト,1193,2024-01-25,14:30,18:24,0,3.9,False,4652.7,0.0,4652.7,0.0,shift_R002_202401.csv
R002-S15,スタッフR00215,R002_渋谷店,アルバイト,1105,2024-01-25,12:00,18:42,45,6.7,False,7403.5,0.0,7403.5,0.0,shift_R002_202401.csv
R002-S18,スタッフR00218,R002_渋谷店,アルバイト,1135,2024-01-25,14:00,17:48,0,3.8,False,4313.0,0.0,4313.0,0.0,shift_R002_202401.csv
R002-S19,スタッフR00219,R002_渋谷店,社員,1955,2024-01-25,09:30,14:48,0,5.3,False,10361.5,0.0,10361.5,0.0,shift_R002_202401.csv
R002-S20,スタッフR00220,R002_渋谷店,パート,1103,2024-01-25,10:00,17:36,45,7.6,False,8382.8,0.0,8382.8,0.0,shift_R002_202401.csv
R002-S01,スタッフR00201,R002_渋谷店,アルバイト,1073,2024-01-26,20:30,02:00,0,5.5,True,5901.5,1475.38,7376.88,0.0,shift_R002_202401.csv
R002-S02,スタッフR00202,R002_渋谷店,アルバイト,1187,2024-01-26,15:00,21:54,45,6.9,False,8190.3,0.0,8190.3,0.0,shift_R002_202401.csv
R002-S03,スタッフR00203,R002_渋谷店,アルバイト,1098,2024-01-26,13:00,18:36,0,5.6,False,6148.8,0.0,6148.8,0.0,shift_R002_202401.csv
R002-S04,スタッフR00204,R002_渋谷店,アルバイト,1063,2024-01-26,12:30,18:12,0,5.7,False,6059.1,0.0,6059.1,0.0,shift_R002_202401.csv
R002-S05,スタッフR00205,R002_渋谷店,パート,1168,2024-01-26,15:00,22:24,45,7.4,True,8643.2,2160.8,10804.0,0.0,shift_R002_202401.csv
R002-S06,スタッフR00206,R002_渋谷店,アルバイト,1146,2024-01-26,15:30,20:00,0,4.5,False,5157.0,0.0,5157.0,0.0,shift_R002_202401.csv
R002-S07,スタッフR00207,R002_渋谷店,パート,1272,2024-01-26,19:30,03:30,60,8.0,True,10176.0,2544.0,12720.0,0.0,shift_R002_202401.csv
R002-S08,スタッフR00208,R002_渋谷店,アルバイト,1060,2024-01-26,20:00,23:36,0,3.6,True,3816.0,954.0,4770.0,0.0,shift_R002_202401.csv
R002-S09,スタッフR00209,R002_渋谷店,パート,1118,2024-01-26,13:00,20:48,45,7.8,False,8720.4,0.0,8720.4,0.0,shift_R002_202401.csv
R002-S10,スタッフR00210,R002_渋谷店,パート,1148,2024-01-26,15:30,23:06,45,7.6,True,8724.8,2181.2,10906.0,0.0,shift_R002_202401.csv
R002-S11,スタッフR00211,R002_渋谷店,社員,2189,2024-01-26,10:30,16:12,0,5.7,False,12477.3,0.0,12477.3,0.0,shift_R002_202401.csv
R002-S12,スタッフR00212,R002_渋谷店,アルバイト,1200,2024-01-26,18:30,00:06,0,5.6,True,6720.0,1680.0,8400.0,0.0,shift_R002_202401.csv
R002-S13,スタッフR00213,R002_渋谷店,社員,2170,2024-01-26,10:00,14:30,0,4.5,False,9765.0,0.0,9765.0,0.0,shift_R002_202401.csv
R002-S14,スタッフR00214,R002_渋谷店,アルバイト,1193,2024-01-26,15:00,22:42,45,7.7,True,9186.1,2296.52,11482.62,0.0,shift_R002_202401.csv
R002-S16,スタッフR00216,R002_渋谷店,アルバイト,1172,2024-01-26,18:00,00:06,45,6.1,True,7149.2,1787.3,8936.5,0.0,shift_R002_202401.csv
R002-S17,スタッフR00217,R002_渋谷店,アルバイト,1103,2024-01-26,20:00,03:18,45,7.3,True,8051.9,2012.98,10064.88,0.0,shift_R002_202401.csv
R002-S18,スタッフR00218,R002_渋谷店,アルバイト,1135,2024-01-26,11:00,16:42,0,5.7,False,6469.5,0.0,6469.5,0.0,shift_R002_202401.csv
R002-S19,スタッフR00219,R002_渋谷店,社員,1955,2024-01-26,11:30,17:42,45,6.2,False,12121.0,0.0,12121.0,0.0,shift_R002_202401.csv
R002-S20,スタッフR00220,R002_渋谷店,パート,1103,2024-01-26,21:00,00:06,0,3.1,True,3419.3,854.82,4274.12,0.0,shift_R002_202401.csv
R002-S01,スタッフR00201,R002_渋谷店,アルバイト,1073,2024-01-27,10:00,13:24,0,3.4,False,3648.2,0.0,3648.2,0.0,shift_R002_202401.csv
R002-S03,スタッフR00203,R002_渋谷店,アルバイト,1098,2024-01-27,11:00,18:36,45,7.6,False,8344.8,0.0,8344.8,0.0,shift_R002_202401.csv
R002-S04,スタッフR00204,R002_渋谷店,アルバイト,1063,2024-01-27,17:30,22:42,0,5.2,True,5527.6,1381.9,6909.5,0.0,shift_R002_202401.csv
R002-S06,スタッフR00206,R002_渋谷店,アルバイト,1146,2024-01-27,18:00,00:12,45,6.2,True,7105.2,1776.3,8881.5,0.0,shift_R002_202401.csv
R002-S07,スタッフR00207,R002_渋谷店,パート,1272,2024-01-27,21:00,03:30,45,6.5,True,8268.0,2067.0,10335.0,0.0,shift_R002_202401.csv
R002-S09,スタッフR00209,R002_渋谷店,パート,1118,2024-01-27,11:30,18:24,45,6.9,False,7714.2,0.0,7714.2,0.0,shift_R002_202401.csv
R002-S10,スタッフR00210,R002_渋谷店,パート,1148,2024-01-27,11:30,18:18,45,6.8,False,7806.4,0.0,7806.4,0.0,shift_R002_202401.csv
R002-S11,スタッフR00211,R002_渋谷店,社員,2189,2024-01-27,10:00,15:24,0,5.4,False,11820.6,0.0,11820.6,0.0,shift_R002_202401.csv
R002-S12,スタッフR00212,R002_渋谷店,アルバイト,1200,2024-01-27,12:30,19:30,45,7.0,False,8400.0,0.0,8400.0,0.0,shift_R002_202401.csv
R002-S13,スタッフR00213,R002_渋谷店,社員,2170,2024-01-27,10:00,14:30,0,4.5,False,9765.0,0.0,9765.0,0.0,shift_R002_202401.csv
R002-S14,スタッフR00214,R002_渋谷店,アルバイト,1193,2024-01-27,21:30,05:18,45,7.8,True,9305.4,2326.35,11631.75,0.0,shift_R002_202401.csv
R002-S16,スタッフR00216,R002_渋谷店,アルバイト,1172,2024-01-27,12:00,15:12,0,3.2,False,3750.4,0.0,3750.4,0.0,shift_R002_202401.csv
